Img_name,Global_score
img2081,5.0
img2082,0
img2083,4.67
img2084,0
img2085,6.0
img2086,5.67
img2087,6.0
img2088,5.67
img2089,7.0
img2090,4.0
img2091,7.0
img2092,0
img2093,4.33
img2094,5.0
img2095,5.0
img2096,6.0
img2097,5.0
img2098,0
img2099,5.33
img2100,5.0
img2101,5.0
img2102,6.0
img2103,5.0
img2104,6.0
img2105,5.67
img2106,6.0
img2107,5.0
img2108,0
img2109,0
img2110,5.67
img2111,5.0
img2112,0
img2113,0
img2114,5.67
img2115,0
img2116,6.0
img2117,5.0
img2118,5.0
img2119,0
img2120,0
img2121,5.0
img2122,4.0
img2123,5.0
img2124,0
img2125,0
img2126,0
img2127,5.0
img2128,6.0
img2129,0
img2130,5.0
img2131,5.67
img2132,5.33
img2133,5.67
img2134,5.0
img2135,8.0
img2136,4.0
img2137,5.0
img2138,0
img2139,5.67
img2140,0
img2141,0
img2142,7.0
img2143,0
img2144,0
img2145,7.0
img2146,5.33
img2147,5.0
img2148,5.67
img2149,6.0
img2150,5.0
img2151,6.0
img2152,5.67
img2153,5.0
img2154,0
img2155,6.0
img2156,0
img2157,5.67
img2158,0
img2159,0
img2160,0
img2161,0
img2162,5.0
img2163,0
img2164,0
img2165,7.0
img2166,0
img2167,0
img2168,0
img2169,5.0
img2170,5.0
img2171,4.0
img2172,0
img2173,5.67
img2174,5.0
img2175,6.0
img2176,6.0
img2177,6.0
img2178,4.0
img2179,0
img2180,0
img2181,0
img2182,5.67
img2183,5.67
img2184,5.67
img2185,5.67
img2186,0
img2187,5.0
img2188,6.0
img2189,5.0
img2190,5.0
img2191,0
img2192,0
img2193,0
img2194,4.0
img2195,0
img2196,5.0
img2197,6.0
img2198,5.0
img2199,0
img2200,6.0
img2201,5.67
img2202,0
img2203,5.0
img2204,6.0
img2205,5.0
img2206,6.0
img2207,0
img2208,0
img2209,0
img2210,5.0
img2211,6.0
img2212,5.67
img2213,0
img2214,4.0
img2215,6.0
img2216,0
img2217,5.67
img2218,0
img2219,5.0
img2220,0
img2221,0
img2222,6.0
img2223,0
img2224,5.67
img2225,0
img2226,0
img2227,0
img2228,5.0
img2229,4.0
img2230,0
img2231,0
img2232,4.0
img2233,3.67
img2234,0
img2235,6.0
img2236,4.0
img2237,0
img2238,5.0
img2239,5.0
img2240,0
img2241,5.0
img2242,0
img2243,0
img2244,0
img2245,6.0
img2246,5.67
img2247,0
img2248,0
img2249,0
img2250,6.67
img2251,6.0
img2252,0
img2253,5.67
img2254,4.0
img2255,5.0
img2256,5.0
img2257,6.0
img2258,6.0
img2259,0
img2260,0
img2261,5.0
img2262,5.67
img2263,5.67
img2264,7.0
img2265,5.0
img2266,5.0
img2267,6.0
img2268,7.0
img2269,0
img2270,0
img2271,0
img2272,6.0
img2273,0
img2274,5.0
img2275,0
img2276,0
img2277,5.67
img2278,0
img2279,5.0
img2280,0
img2281,0
img2282,0
img2283,4.0
img2284,5.0
img2285,0
img2286,5.0
img2287,5.0
img2288,0
img2289,6.0
img2290,5.0
img2291,0
img2292,5.0
img2293,5.67
img2294,6.0
img2295,5.0
img2296,0
img2297,0
img2298,5.0
img2299,5.67
img2300,0
img2301,0
img2302,5.67
img2303,5.67
img2304,5.0
img2305,0
img2306,5.0
img2307,6.0
img2308,0
img2309,7.0
img2310,0
img2311,0
img2312,6.0
img2313,0
img2314,0
img2315,6.0
img2316,0
img2317,5.0
img2318,6.0
img2319,5.0
img2320,0
img2321,0
img2322,4.0
img2323,0
img2324,0
img2325,0
img2326,5.67
img2327,6.0
img2328,5.0
img2329,0
img2330,0
img2331,5.33
img2332,6.0
img2333,5.0
img2334,0
img2335,6.0
img2336,0
img2337,5.0
img2338,5.0
img2339,0
img2340,6.0
img2341,5.0
img2342,0
img2343,0
img2344,5.0
img2345,5.67
img2346,5.33
img2347,0
img2348,5.0
img2349,5.67
img2350,6.0
img2351,4.0
img2352,0
img2353,0
img2354,0
img2355,6.0
img2356,0
img2357,6.0
img2358,6.33
img2359,0
img2360,5.0
img2361,0
img2362,5.0
img2363,6.0
img2364,5.67
img2365,0
img2366,7.33
img2367,5.67
img2368,0
img2369,5.67
img2370,5.0
img2371,0
img2372,0
img2373,5.0
img2374,0
img2375,5.67
img2376,0
img2377,4.33
img2378,0
img2379,3.33
img2380,5.0
img2381,0
img2382,5.0
img2383,5.33
img2384,0
img2385,4.0
img2386,4.0
img2387,0
img2388,5.0
img2389,5.67
img2390,0
img2391,5.0
img2392,6.0
img2393,6.0
img2394,5.0
img2395,5.67
img2396,0
img2397,0
img2398,7.0
img2399,0
img2400,5.67
img2401,5.0
img2402,5.0
img2403,0
img2404,0
img2405,8.0
img2406,0
img2407,0
img2408,5.67
img2409,0
img2410,0
img2411,0
img2412,6.0
img2413,0
img2414,5.67
img2415,5.0
img2416,5.67
img2417,0
img2418,0
img2419,6.0
img2420,7.0
img2421,0
img2422,0
img2423,6.0
img2424,0
img2425,5.0
img2426,5.0
img2427,4.0
img2428,0
img2429,0
img2430,5.67
img2431,0
img2432,0
img2433,0
img2434,5.0
img2435,6.0
img2436,0
img2437,0
img2438,7.0
img2439,0
img2440,5.0
img2441,0
img2442,4.0
img2443,5.67
img2444,5.0
img2445,6.0
img2446,5.0
img2447,5.67
img2448,0
img2449,7.0
img2450,0
img2451,5.67
img2452,0
img2453,0
img2454,0
img2455,0
img2456,5.0
img2457,0
img2458,5.0
img2459,5.0
img2460,4.0
img2461,5.67
img2462,5.67
img2463,5.67
img2464,5.0
img2465,0
img2466,5.0
img2467,6.0
img2468,5.0
img2469,0
img2470,0
img2471,5.0
img2472,6.0
img2473,0
img2474,0
img2475,0
img2476,0
img2477,6.0
img2478,0
img2479,0
img2480,5.67
img2481,6.0
img2482,5.67
img2483,0
img2484,0
img2485,5.0
img2486,5.0
img2487,4.0
img2488,6.0
img2489,0
img2490,0
img2491,6.0
img2492,5.0
img2493,0
img2494,5.67
img2495,0
img2496,5.0
img2497,5.0
img2498,5.0
img2499,5.0
img2500,0
img2501,0
img2502,0
img2503,0
img2504,0
img2505,0
img2506,6.0
img2507,3.33
img2508,6.0
img2509,0
img2510,6.0
img2511,0
img2512,5.67
img2513,0
img2514,0
img2515,0
img2516,0
img2517,0
img2518,0
img2519,0
img2520,5.0
img2521,0
img2522,5.67
img2523,6.0
img2524,0
img2525,0
img2526,5.0
img2527,5.67
img2528,5.0
img2529,4.0
img2530,5.67
img2531,5.0
img2532,5.67
img2533,0
img2534,0
img2535,0
img2536,5.67
img2537,5.67
img2538,0
img2539,0
img2540,5.0
img2541,0
img2542,5.0
img2543,5.0
img2544,6.0
img2545,7.0
img2546,5.33
img2547,5.0
img2548,5.0
img2549,5.0
img2550,5.67
img2551,5.0
img2552,5.0
img2553,0
img2554,0
img2555,0
img2556,5.0
img2557,0
img2558,0
img2559,0
img2560,6.0
img2561,5.0
img2562,0
img2563,5.0
img2564,6.0
img2565,0
img2566,0
img2567,5.0
img2568,5.0
img2569,6.0
img2570,4.0
img2571,5.0
img2572,0
img2573,5.0
img2574,6.0
img2575,5.0
img2576,5.67
img2577,6.0
img2578,6.0
img2579,0
img2580,0
img2581,5.67
img2582,0
img2583,5.0
img2584,5.0
img2585,5.0
img2586,5.67
img2587,0
img2588,0
img2589,5.0
img2590,6.0
img2591,0
img2592,0
img2593,0
img2594,6.0
img2595,0
img2596,6.0
img2597,0
img2598,6.0
img2599,4.0
img2600,0
img2601,6.0
img2602,4.33
img2603,0
img2604,0
img2605,5.67
img2606,5.0
img2607,0
img2608,6.0
img2609,0
img2610,5.0
img2611,7.0
img2612,5.0
img2613,0
img2614,5.0
img2615,5.0
img2616,0
img2617,5.0
img2618,0
img2619,0
img2620,4.0
img2621,7.0
img2622,0
img2623,0
img2624,0
img2625,0
img2626,0
img2627,0
img2628,0
img2629,5.0
img2630,6.0
img2631,5.0
img2632,0
img2633,5.0
img2634,0
img2635,0
img2636,5.0
img2637,0
img2638,5.0
img2639,6.0
img2640,6.0
img2641,6.0
img2642,5.67
img2643,5.0
img2644,0
img2645,6.0
img2646,5.67
img2647,5.0
img2648,5.33
img2649,7.0
img2650,5.0
img2651,5.67
img2652,5.0
img2653,5.0
img2654,5.0
img2655,0
img2656,6.0
img2657,5.0
img2658,0
img2659,5.0
img2660,3.33
img2661,0
img2662,0
img2663,5.0
img2664,5.67
img2665,0
img2666,5.67
img2667,6.0
img2668,0
img2669,0
img2670,0
img2671,5.0
img2672,5.0
img2673,5.0
img2674,0
img2675,5.0
img2676,5.0
img2677,5.67
img2678,5.0
img2679,0
img2680,0
img2681,0
img2682,0
img2683,0
img2684,0
img2685,0
img2686,6.0
img2687,0
img2688,6.0
img2689,6.0
img2690,6.0
img2691,0
img2692,5.0
img2693,6.0
img2694,5.67
img2695,5.0
img2696,0
img2697,5.0
img2698,5.0
img2699,6.0
img2700,0
img2701,0
img2702,0
img2703,5.67
img2704,0
img2705,5.67
img2706,6.0
img2707,0
img2708,0
img2709,0
img2710,7.0
img2711,0
img2712,7.0
img2713,5.0
img2714,0
img2715,5.0
img2716,5.0
img2717,0
img2718,0
img2719,0
img2720,0
img2721,0
img2722,4.0
img2723,5.0
img2724,5.67
img2725,5.0
img2726,7.0
img2727,0
img2728,4.0
img2729,6.0
img2730,0
img2731,5.0
img2732,5.0
img2733,0
img2734,0
img2735,5.67
img2736,0
img2737,5.0
img2738,5.0
img2739,5.0
img2740,0
img2741,6.0
img2742,5.0
img2743,0
img2744,0
img2745,6.0
img2746,6.0
img2747,5.0
img2748,0
img2749,5.0
img2750,5.67
img2751,8.0
img2752,5.0
img2753,6.0
img2754,5.0
img2755,5.0
img2756,5.67
img2757,6.0
img2758,5.0
img2759,6.0
img2760,6.0
img2761,5.0
img2762,5.67
img2763,5.0
img2764,4.0
img2765,4.0
img2766,0
img2767,5.67
img2768,6.0
img2769,5.0
img2770,5.67
img2771,0
img2772,0
img2773,0
img2774,0
img2775,0
img2776,0
img2777,0
img2778,0
img2779,6.0
img2780,0
img2781,0
img2782,6.0
img2783,5.67
img2784,0
img2785,0
img2786,4.0
img2787,5.0
img2788,0
img2789,0
img2790,8.0
img2791,5.0
img2792,0
img2793,5.67
img2794,5.67
img2795,0
img2796,7.0
img2797,5.0
img2798,6.0
img2799,5.0
img2800,0
img2801,0
img2802,0
img2803,5.0
img2804,6.0
img2805,0
img2806,5.67
img2807,5.0
img2808,0
img2809,0
img2810,5.33
img2811,5.67
img2812,5.0
img2813,5.0
img2814,5.0
img2815,0
img2816,0
img2817,5.0
img2818,5.0
img2819,5.0
img2820,5.0
img2821,5.0
img2822,5.0
img2823,0
img2824,0
img2825,0
img2826,0
img2827,6.0
img2828,5.67
img2829,5.67
img2830,5.0
